Voltage U1;Corriente IA
22,27;17,3
22,29;17,37
22,31;17,24
22,34;17,33
22,36;17,21
22,39;17,22
22,41;17,09
22,44;17,08
22,46;16,93
22,49;16,93
22,51;16,73
22,53;16,68
22,56;16,52
22,58;16,47
22,61;16,32
22,63;16,24
22,66;16,04
22,68;15,96
22,71;15,82
22,73;15,73
22,75;15,51
22,78;15,35
22,8;15,19
22,83;15,04
22,85;14,86
22,88;14,7
22,9;14,47
22,93;14,3
22,95;14,1
22,97;13,88
23;13,7
23,02;13,53
23,05;13,34
23,07;13,16
23,1;12,99
23,12;12,8
23,15;12,69
23,17;12,52
23,19;12,36
23,22;12,14
23,24;12
23,27;11,75
23,29;11,66
23,32;11,42
23,34;11,32
23,36;11,07
23,39;10,98
23,41;10,76
23,44;10,72
23,46;10,51
23,49;10,43
23,51;10,19
23,54;10,18
23,56;9,96
23,58;9,91
23,61;9,71
23,63;9,63
23,66;9,4
23,68;9,4
23,71;9,17
23,73;9,18
23,76;9
23,78;9
23,8;8,9
23,83;8,93
23,85;8,76
23,88;8,81
23,9;8,67
23,93;8,69
23,95;8,58
23,98;8,61
24;8,48
24,02;8,54
24,05;8,41
24,07;8,48
24,1;8,42
24,12;8,48
24,15;8,42
24,17;8,49
24,2;8,43
24,22;8,51
24,24;8,45
24,27;8,56
24,29;8,53
24,32;8,56
24,34;8,54
24,37;8,62
24,39;8,63
24,42;8,73
24,44;8,72
24,46;8,77
24,49;8,81
24,51;8,88
24,54;8,97
24,56;9,05
24,59;9,12
24,61;9,18
24,63;9,26
24,66;9,35
24,68;9,5
24,71;9,58
24,73;9,69
24,76;9,73
24,78;9,86
24,81;9,97
24,83;10,11
24,85;10,2
24,88;10,37
24,9;10,42
24,93;10,58
24,95;10,7
24,98;10,88
25;11,02
25,03;11,22
25,05;11,28
25,07;11,5
25,1;11,6
25,12;11,77
25,15;11,85
25,17;12,04
25,2;12,08
25,22;12,26
25,25;12,37
25,27;12,64
25,29;12,73
25,32;12,98
25,34;13,09
25,37;13,36
25,39;13,54
25,42;13,78
25,44;13,86
25,47;14,14
25,49;14,27
25,51;14,52
25,54;14,66
25,56;14,87
25,59;15,01
25,61;15,3
25,64;15,44
25,66;15,7
25,68;15,9
25,71;16,15
25,73;16,36
25,76;16,64
25,78;16,81
25,81;17,09
25,83;17,26
25,86;17,47
25,88;17,61
25,9;17,85
25,93;18,05
25,95;18,3
25,98;18,5
26;18,81
26,03;19,05
26,05;19,34
26,08;19,62
26,1;19,9
26,12;20,11
26,15;20,35
26,17;20,54
26,2;20,84
26,22;21,07
26,25;21,31
26,27;21,6
26,3;21,9
26,32;22,19
26,34;22,48
26,37;22,73
26,39;23,04
26,42;23,35
26,44;23,55
26,47;23,78
26,49;23,97
26,52;24,23
26,54;24,47
26,56;24,74
26,59;24,88
26,61;25,15
26,64;25,39
26,66;25,72
26,69;25,92
26,71;26,22
26,73;26,38
26,76;26,68
26,78;26,86
26,81;27,15
26,83;27,25
26,86;27,52
26,88;27,56
26,91;27,78
26,93;27,85
26,95;28,08
26,98;28,11
27;28,33
27,03;28,33
27,05;28,55
27,08;28,55
27,1;28,71
27,13;28,64
27,15;28,76
27,17;28,66
27,2;28,76
27,22;28,64
27,25;28,68
27,27;28,55
27,3;28,62
27,32;28,5
27,35;28,51
27,37;28,37
27,39;28,34
27,42;28,12
27,44;28,06
27,47;27,88
27,49;27,81
27,52;27,64
27,54;27,52
27,57;27,3
27,59;27,23
27,61;27,05
27,64;26,92
27,66;26,69
27,69;26,46
27,71;26,19
27,74;25,98
27,76;25,72
27,78;25,48
27,81;25,16
27,83;24,8
27,86;24,58
27,88;24,3
27,91;24,06
27,93;23,79
27,96;23,51
27,98;23,19
28;22,98
28,03;22,62
28,05;22,39
28,08;22,03
28,1;21,72
28,13;21,33
28,15;21,08
28,18;20,69
28,2;20,49
28,22;20,16
28,25;19,96
28,27;19,67
28,3;19,47
28,32;19,14
28,35;18,99
28,37;18,64
28,4;18,42
28,42;18,04
28,44;17,85
28,47;17,52
28,49;17,37
28,52;17,07
28,54;16,92
28,57;16,64
28,59;16,56
28,62;16,28
28,64;16,2
28,66;15,95
28,69;15,85
28,71;15,61
28,74;15,55
28,76;15,28
28,79;15,23
28,81;15,03
28,84;14,97
28,86;14,79
28,88;14,77
28,91;14,6
28,93;14,64
28,96;14,49
28,98;14,47
29,01;14,39
29,03;14,43
29,05;14,36
29,08;14,35
29,1;14,23
29,13;14,26
29,15;14,23
29,18;14,29
29,2;14,26
29,23;14,29
29,25;14,32
29,27;14,39
29,3;14,41
29,32;14,48
29,35;14,49
29,37;14,54
29,4;14,59
29,42;14,66
29,45;14,78
29,47;14,89
29,49;15
29,52;15,09
29,54;15,19
29,57;15,32
29,59;15,48
29,62;15,57
29,64;15,71
29,67;15,78
29,69;15,93
29,71;16,05
