Voltage U1;Corriente IA
28;37,49
28,03;37,02
28,05;36,53
28,08;36,07
28,1;35,63
28,13;35,24
28,15;34,76
28,18;34,36
28,2;33,85
28,22;33,51
28,25;33,13
28,27;32,81
28,3;32,4
28,32;32,09
28,35;31,61
28,37;31,32
28,4;30,9
28,42;30,56
28,44;30,12
28,47;29,79
28,49;29,31
28,52;29,04
28,54;28,61
28,57;28,37
28,59;27,97
28,62;27,71
28,64;27,32
28,66;27,12
28,69;26,76
28,71;26,61
28,74;26,23
28,76;26,05
28,79;25,7
28,81;25,53
28,84;25,22
28,86;25,1
28,88;24,79
28,91;24,71
28,93;24,46
28,96;24,41
28,98;24,18
29,01;24,13
29,03;23,92
29,05;23,94
29,08;23,75
29,1;23,78
29,13;23,67
29,15;23,7
29,18;23,58
29,2;23,63
29,23;23,51
29,25;23,61
29,27;23,54
29,3;23,57
29,32;23,54
29,35;23,61
29,37;23,61
29,4;23,73
29,42;23,73
29,45;23,84
29,47;23,89
29,49;24,03
29,52;24,18
29,54;24,35
29,57;24,47
29,59;24,66
29,62;24,77
29,64;24,94
29,67;25,1
29,69;25,27
29,71;25,45
29,74;25,63
29,76;25,82
29,79;26,06
29,81;26,33
29,84;26,55
29,86;26,82
29,89;27,04
29,91;27,32
29,93;27,56
29,96;27,84
29,98;28,07
30,01;28,37
30,03;28,55
30,06;28,85
30,08;29,08
30,1;29,43
30,13;29,71
30,15;30,11
30,18;30,38
30,2;30,82
30,23;31,12
30,25;31,58
30,28;31,86
30,3;32,25
30,32;32,48
30,35;32,91
30,37;33,19
30,4;33,65
30,42;33,93
30,45;34,4
30,47;34,78
30,5;35,32
30,52;35,69
30,54;36,2
30,57;36,56
30,59;37,1
30,62;37,55
30,64;38,08
30,67;38,4
30,69;38,88
30,72;39,24
30,74;39,71
30,76;40,1
30,79;40,57
30,81;40,94
30,84;41,51
30,86;42,01
30,89;42,55
30,91;43,08
30,94;43,63
30,96;44,12
30,98;44,68
31,01;45,11
31,03;45,59
31,06;46,13
31,08;46,64
31,11;47,1
31,13;47,6
31,15;48,11
31,18;48,64
31,2;49,08
31,23;49,42
31,25;49,66
31,28;49,86
31,3;49,97
31,33;50
31,35;50
31,37;50
31,4;50
31,42;50
31,45;50
31,47;50
31,5;50
31,52;50
31,55;50
31,57;50
31,59;50
31,62;50
31,64;50
31,67;50
31,69;50
31,72;50
31,74;50
31,77;50
31,79;50
31,81;50
31,84;50
31,86;50
31,89;50
31,91;50
31,94;50
31,96;50
31,99;50
32,01;50
32,03;50
32,06;50
32,08;50
32,11;50
32,13;50
32,16;50
32,18;50
32,2;50
32,23;50
32,25;50
32,28;50
32,3;50
32,33;50
32,35;50
32,38;50
32,4;50
32,42;50
32,45;50
32,47;50
32,5;50
32,52;50
32,55;50
32,57;50
32,6;50
32,62;50
32,64;50
32,67;50
32,69;50
32,72;50
32,74;50
32,77;50
32,79;50
32,82;50
32,84;50
32,86;50
32,89;50
32,91;50
32,94;50
32,96;50
32,99;50
33,01;50
33,04;50
33,06;50
33,08;50
33,11;50
33,13;50
33,16;50
33,18;50
33,21;50
33,23;50
33,26;50
33,28;50
33,3;50
33,33;50
33,35;50
33,38;50
33,4;50
33,43;50
33,45;50
33,47;50
33,5;50
33,52;50
33,55;50
33,57;50
33,6;50
33,62;50
33,65;50
33,67;50
33,69;50
33,72;50
33,74;50
33,77;50
33,79;49,98
33,82;49,98
33,84;49,83
33,87;49,72
33,89;49,48
33,91;49,26
33,94;48,93
33,96;48,64
33,99;48,22
34,01;47,99
34,04;47,6
34,06;47,4
34,09;47,06
34,11;46,88
34,13;46,56
34,16;46,43
34,18;46,15
34,21;46,03
34,23;45,8
34,26;45,71
34,28;45,53
34,31;45,53
34,33;45,39
34,35;45,39
34,38;45,34
34,4;45,35
34,43;45,34
34,45;45,42
34,48;45,41
34,5;45,45
34,52;45,46
34,55;45,59
34,57;45,71
34,6;45,83
34,62;45,97
34,65;46,15
